timezone,crop_name,project_name,variety,sensor_id,sensor_type,date,mds,growth,minimum,maximum
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-02-26,60.0,-5.0,6125.0,6185.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-02-27,35.0,5.0,6135.0,6170.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-02-28,50.0,0.0,6125.0,6175.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-02-29,35.0,-5.0,6135.0,6170.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-01,45.0,,6125.0,6170.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-02,40.0,5.0,6130.0,6170.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-03,25.0,5.0,6145.0,6175.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-04,40.0,-5.0,6135.0,6175.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-05,65.0,0.0,6115.0,6180.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-06,,,5865.0,6180.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-07,50.0,-15.0,5840.0,5890.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-08,40.0,0.0,5835.0,5875.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-09,40.0,-5.0,5830.0,5870.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-10,40.0,-5.0,5830.0,5870.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-11,45.0,0.0,5820.0,5865.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-12,60.0,-5.0,5815.0,5875.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-13,45.0,5.0,5820.0,5865.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-14,30.0,0.0,5830.0,5860.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-15,40.0,-5.0,5825.0,5865.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-16,35.0,-5.0,5830.0,5865.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-17,35.0,-5.0,5825.0,5860.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-18,20.0,5.0,5825.0,5850.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-19,25.0,0.0,5825.0,5850.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-20,40.0,0.0,5810.0,5850.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-21,,,-35.0,5850.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-22,,,-30.0,-25.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-23,,,-35.0,-25.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-24,,,-35.0,-25.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-25,,,-35.0,-25.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-26,,,-35.0,-30.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-27,,,-35.0,965.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-28,10.0,10.0,960.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-29,10.0,-5.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-30,15.0,0.0,960.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-03-31,15.0,0.0,960.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-01,10.0,0.0,960.0,970.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-02,5.0,0.0,965.0,970.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-03,10.0,-5.0,960.0,970.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-04,15.0,10.0,960.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-05,10.0,-5.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-06,10.0,0.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-07,10.0,0.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-08,10.0,5.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-09,10.0,15.0,965.0,990.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-10,5.0,-5.0,985.0,990.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-11,10.0,5.0,980.0,990.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-12,15.0,-5.0,975.0,990.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-13,15.0,0.0,975.0,990.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-14,15.0,-5.0,970.0,985.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-15,15.0,5.0,970.0,985.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-16,25.0,-5.0,965.0,990.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-17,25.0,-10.0,960.0,985.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-18,10.0,0.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-19,10.0,0.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-20,15.0,5.0,965.0,980.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-21,10.0,5.0,965.0,980.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-22,15.0,-5.0,965.0,980.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-23,10.0,-10.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-24,15.0,5.0,960.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-25,15.0,0.0,960.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-26,10.0,0.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-27,5.0,0.0,970.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-28,10.0,5.0,965.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-29,5.0,0.0,970.0,975.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-04-30,5.0,10.0,975.0,985.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-05-01,0.0,25.0,985.0,1010.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-05-02,0.0,20.0,1005.0,1035.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-05-03,0.0,40.0,1030.0,1070.0
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-05-04,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739942,Dend,2024-05-05,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-01,50.0,-10.0,3745.0,3795.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-02,25.0,0.0,3760.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-03,35.0,,3745.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-04,50.0,5.0,3735.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-05,40.0,-15.0,3740.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-06,40.0,10.0,3740.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-07,50.0,10.0,3735.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-08,55.0,-15.0,3735.0,3790.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-09,25.0,15.0,3750.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-10,40.0,0.0,3745.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-11,35.0,-10.0,3750.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-12,25.0,-10.0,3755.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-13,35.0,-5.0,3735.0,3770.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-14,25.0,5.0,3745.0,3770.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-15,35.0,-5.0,3730.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-16,15.0,-10.0,3745.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-17,25.0,10.0,3735.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-18,,,3760.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-19,25.0,,3760.0,3790.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-20,,,3750.0,3790.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-21,40.0,,3745.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-22,35.0,0.0,3750.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-23,25.0,0.0,3760.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-24,40.0,10.0,3745.0,3790.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-25,45.0,0.0,3745.0,3790.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-26,45.0,-20.0,3745.0,3790.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-27,25.0,10.0,3750.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-28,35.0,-25.0,3750.0,3785.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-02-29,15.0,0.0,3750.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-01,25.0,,3740.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-02,25.0,5.0,3740.0,3770.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-03,30.0,-5.0,3740.0,3770.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-04,35.0,0.0,3735.0,3770.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-05,50.0,5.0,3725.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-06,35.0,-5.0,3740.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-07,30.0,10.0,3745.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-08,40.0,0.0,3735.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-09,40.0,-10.0,3740.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-10,45.0,5.0,3735.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-11,55.0,5.0,3725.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-12,55.0,-10.0,3725.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-13,55.0,5.0,3725.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-14,30.0,-5.0,3745.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-15,40.0,5.0,3735.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-16,35.0,-5.0,3745.0,3780.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-17,40.0,-15.0,3735.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-18,10.0,10.0,3750.0,3765.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-19,20.0,0.0,3750.0,3770.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-20,,,-30.0,3775.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-21,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-22,,,-25.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-23,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-24,,,-25.0,-15.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-25,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-26,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-27,,,-30.0,1895.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-28,80.0,-35.0,1815.0,1895.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-29,45.0,0.0,1820.0,1865.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-30,55.0,-10.0,1805.0,1860.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-03-31,50.0,-10.0,1800.0,1850.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-01,45.0,-5.0,1800.0,1845.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-02,45.0,5.0,1795.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-03,50.0,-10.0,1790.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-04,50.0,5.0,1790.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-05,50.0,-5.0,1790.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-06,25.0,5.0,1805.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-07,25.0,0.0,1810.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-08,30.0,-5.0,1805.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-09,25.0,0.0,1810.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-10,15.0,,1820.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-11,20.0,,1815.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-12,25.0,5.0,1815.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-13,25.0,0.0,1815.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-14,25.0,-5.0,1815.0,1840.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-15,30.0,5.0,1810.0,1845.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-16,30.0,10.0,1815.0,1850.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-17,55.0,,1800.0,1855.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-18,15.0,15.0,1810.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-19,10.0,10.0,1825.0,1845.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-20,15.0,5.0,1830.0,1860.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-21,20.0,5.0,1835.0,1860.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-22,30.0,0.0,1830.0,1860.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-23,45.0,-15.0,1815.0,1860.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-24,50.0,-15.0,1800.0,1850.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-25,40.0,5.0,1795.0,1835.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-26,15.0,20.0,1825.0,1850.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-27,20.0,0.0,1830.0,1850.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-28,15.0,10.0,1840.0,1865.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-29,10.0,30.0,1855.0,1890.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-04-30,15.0,20.0,1875.0,1910.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-05-01,15.0,20.0,1900.0,1930.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-05-02,10.0,35.0,1930.0,1970.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-05-03,15.0,25.0,1960.0,1995.0
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-05-04,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739956,Dend,2024-05-05,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-01,45.0,-10.0,3900.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-02,25.0,10.0,3915.0,3940.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-03,40.0,-5.0,3905.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-04,40.0,0.0,3900.0,3940.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-05,35.0,-5.0,3905.0,3940.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-06,30.0,15.0,3910.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-07,45.0,5.0,3910.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-08,45.0,-5.0,3910.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-09,25.0,10.0,3925.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-10,30.0,-5.0,3925.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-11,45.0,0.0,3915.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-12,20.0,-20.0,3930.0,3950.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-13,25.0,15.0,3915.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-14,25.0,,3920.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-15,25.0,,3920.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-16,30.0,-5.0,3915.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-17,30.0,5.0,3910.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-18,20.0,5.0,3930.0,3950.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-19,25.0,5.0,3925.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-20,35.0,0.0,3925.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-21,35.0,5.0,3925.0,3965.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-22,40.0,0.0,3930.0,3970.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-23,30.0,-10.0,3935.0,3965.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-24,30.0,,3930.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-25,,,3930.0,3965.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-26,,,3930.0,3965.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-27,,,,
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-28,,,3970.0,3970.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-02-29,,,3935.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-01,20.0,,3925.0,3945.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-02,,,3920.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-03,,,3930.0,3950.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-04,35.0,,3920.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-05,55.0,,3905.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-06,30.0,-5.0,3920.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-07,30.0,10.0,3920.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-08,40.0,-5.0,3920.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-09,40.0,5.0,3920.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-10,45.0,-5.0,3915.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-11,45.0,0.0,3910.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-12,55.0,-5.0,3905.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-13,50.0,0.0,3905.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-14,35.0,10.0,3920.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-15,40.0,5.0,3915.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-16,35.0,-10.0,3925.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-17,40.0,-10.0,3915.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-18,20.0,15.0,3930.0,3955.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-19,35.0,-5.0,3930.0,3965.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-20,35.0,10.0,3925.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-21,,,-30.0,3960.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-22,,,-25.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-23,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-24,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-25,,,-30.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-26,,,-35.0,-20.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-27,,,-35.0,2085.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-28,20.0,15.0,2070.0,2100.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-29,20.0,0.0,2085.0,2105.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-30,25.0,15.0,2085.0,2115.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-03-31,20.0,15.0,2100.0,2135.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-04-01,20.0,20.0,2120.0,2150.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-04-02,20.0,15.0,2135.0,2165.0
Asia/Jerusalem,Mandarin,Control,Ora,739976,Dend,2024-04-03,20.0,15.0,2145.0,2180.0
